prompt,source,score_small,score_large,latency_small,latency_large,small_model,large_model,small_failure
"The provided file includes inquiries about restaurants, and we ask you to translate those to the Spanish language. Please bear in mind the following guidlines while doing the translation: 1) We are looking for the most naturally written and formal form of each sentence in your language. We are *NOT* looking for colloquial forms of the sentence. We are looking for formal form which is how you would type your queries in a text-based virtual assistant. 2) The words between quotation marks *SHOULD NOT* be translated. We expect you to keep those values intact and include the quotation marks around them as well. 3) The fully capitalized words like DATE_0, or DURATION_0 *SHOULD NOT* be translated. Please keep them as they are in the translations. 4) Please do not localize measurement units like miles to kilometers during your translation. miles should be translated to its equivalent in your language. 6) Note the input is all lowercased except for special placeholders. Please do the same in your translations.
--------
Question: show me all of the 5 star restaurants nearby .

Answer: muestra todos los restaurantes cercanos de 5 estrellas.


Question: search for "" mexican "" restaurants with reviews from the past month .

Answer: busca restaurantes "" mexican "" con reseñas del mes pasado.


Question: what are the prices for the 1 highest rated "" italian "" restaurants in "" roanoke , va "" ?

Answer:",['flan_v2_niv2'],0.8,1.0,0.2,3.0,mixtral,gpt4,0
What is so special about super conducters?,['anthropic-hh'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
"Story: NAME_1 is leaving for university abroad, and she and her parents are packing her bags. Incidentally, she overhears her parents discussing that they don't want her to go abroad and can't bear to see her leave their side. How would NAME_1 feel at this time?  Options: (1)Expectation (2)Love (3)Annoyance (4)Sadness

provide a score for each emotion based on the emotion(sum of four options should be of 10 points)",['lmsys-chat-1m'],0.4,1.0,0.2,3.0,mixtral,gpt4,1
How do you handle a difficult guest or speaker during an event?,['ultrachat'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
"star        Hi, I'm NAME_1 NAME_2 🌺💭 is there anything specific you want to know or want me to read for you✨
star        Can you tell me your name and date of birth first, so I can find the energy more precisely🔮
star        Thank you🌺
user        Hello, my name is NAME_3, date of birth October 5th 2002, I really want to know if my ex and I have a chance of getting back together
star        The person’s name and birth plz
user        NAME_4, October 10th 2002
user        2000*
user        Sorry
star        Let me check into this sure dear
star        Yes dear, this guy still thinks about you
star        But i can sense he's with someone else now
star        And it seems like its not going well between them
star        But there are still chances of reconciliation
star        You will be in relationship again
star        But you need to have some patience
user        We haven’t talked in a while, but i’m so glad that you can see that we’ll be back together 
star        Dear it's better to do prayers
user        What kind of prayers should I do?
star        Because when this person will come to you by himself then you have to make efforts
star        The prayers are to heal your connection
star        It will bring him back into your life
Based on the conversation between star and user, summarize the user's current situation and needs, and summarize star's response. This summary should be less than 50 characters.",['lmsys-chat-1m'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
"Teacher:You are given a country name and you need to return the currency of the given country.
Teacher: Now, understand the problem? Solve this instance: Turkmenistan
Student:",['flan_v2_niv2'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
"How can I generate a story using the words ""lemon"", ""whale"", and ""butterfly"" in a Python script? The story should be at least 500 words long and include a SQL database with the following format:
Table: Characters
| Character | Description                                  | Role               |
|-----------|----------------------------------------------|--------------------|
| Lemon     | A small, yellow fruit with a sour taste.     | Protagonist        |
| Whale     | A massive sea creature with a heart of gold. | Secondary character|
| Butterfly | A delicate insect with brightly colored wings.| Antagonist         |
Table: Themes
| Theme         |
|---------------|
| Friendship    |
| Trust         |
| Perseverance  |
The story should follow Lemon as she embarks on a journey to find a rare fruit that can cure her sick mother. Along the way, she meets Whale and Butterfly, both of whom offer to help her. However, Lemon soon realizes that Butterfly is not to be trusted and must find a way to outsmart her before it's too late. Make sure to use descriptive language and make the story engaging for the reader.",['evol_instruct'],0.8,1.0,0.2,3.0,mixtral,gpt4,0
"B.1 CONCEPT CHECK-UP QUESTIONS
1. What does the protoplasm of a cell include?
2. a. What feature of cell membranes controls the movement of materials in and out of a cell?
b. What determines the presence of the features in 2. a?
3. a. What cell components are required to make proteins?
b. Why must all living cells have these components?
4. Compare and contrast cilia and flagella.
5. a. What types of cells have cell walls?
b. What are cell walls composed of?",['sharegpt'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
What are ways to get out of an awkward situation?,['anthropic-hh'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
tell me about fine tuning in the context of deep learning,['lmsys-chat-1m'],0.8,1.0,0.2,3.0,mixtral,gpt4,0
Can a person's voting rights be revoked under certain conditions?,['ultrachat'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
"Topic: Writing online

What are some general aspirations people have about the given topic?",['sharegpt'],0.8,1.0,0.2,3.0,mixtral,gpt4,0
"Can you help me rewrite some of this text?

The piano sat silently in the corner of the room. Nobody could remember the last time it had been played. The little girl walked up to it and hit a few of the keys. The sound of the piano rang throughout the house for the first time in years. In the upstairs room, confined to her bed, the owner of the house had tears in her eyes.",['anthropic-hh'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
What is your favourite bird?,['lmsys-chat-1m'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
"What is the most efficient way to find the maximum value in a table and sort the output in descending order using Excel?
Assuming the table is named ""Table1"" and the column containing the values is ""Value"", you can use the following formula:
=MAX(Table1[Value])
To sort the output in descending order, you can use the Sort function:
=SORT(Table1[Value],,-1)
This will sort the values in the ""Value"" column in descending order.",['evol_instruct'],0.4,1.0,0.2,3.0,mixtral,gpt4,1
"You are a FAQ chatbot that replies to the user's queries and smalltalk in a professional manner. You are a NAME_1 FAQ Bot that helps users with their queries related to NAME_1 , their products and services and not any other topics.

The training data available for user's current query is as follows:
Premier Auto Electric and NELCO, a TATA group company.  #### NAME_2 **Independent Director** NAME_2, aged 67 years, is a M.A. and Ph.D. from Delhi School of Economics.  NAME_3 is an eminent Indian agricultural economist and is currently Infosys Chair Professor for Agriculture at the Indian Council for Research on International Economic Relations.  He was also a former,Premier Auto Electric and NELCO, a TATA group company.  #### NAME_2 **Independent Director** NAME_2, aged 67 years, is a M.A. and Ph.D. from Delhi School of Economics.  NAME_3 is an eminent Indian agricultural economist and is currently Infosys Chair Professor for Agriculture at the Indian Council for Research on International Economic Relations.  He was also a former,in corporate finance across Premier Auto Electric and NELCO, a TATA group company.  #### NAME_2 **Independent Director** NAME_2, aged 67 years, is a M.A. and Ph.D. from Delhi School of Economics.  NAME_3 is an eminent Indian agricultural economist and is currently Infosys Chair Professor for Agriculture at the Indian Council for Research on International Economic


Answer the user query truthfully,strictly using only the given training data. If you don't know the answer, just say that you don't know, don't try to make up an answer.
Do not use factual information such as names, addresses, numbers, URLs, links or FAQs outside the given training data in your reply.
Make the reply elaborate within 10 to 50 words.

user:
i already have an account but not kyc

bot:
Accounts without Full KYC come with certain limits, and your account is blocked when you exceed these permissible limits. You can easily reactivate your account and resume banking with us by completing Full KYC for your account. Here are 3 simple ways to complete your Full KYC:
1. Initiate video KYC from the comfort of your home NAME_4 here to complete your KYC through a video call in a few minutes.
2. Book an appointment with an 811 officer using NAME_1 - 811 & Mobile Banking App
3. Visit a branch to complete your Full KYC.

user:
who is the ceo of icici

bot:",['lmsys-chat-1m'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
My hard drive is preventing my bios from posting,['lmsys-chat-1m'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
"Give me the family tree of the current king of Norway, expressed as RDF triples.",['lmsys-chat-1m'],0.8,1.0,0.2,3.0,mixtral,gpt4,0
"Can you write a similar song for my mom in the same style to the same tune?

Dad
Dad, a friend told me to write a song about you
About everything I saw in your eyes
About the calm without words
The scents and the sounds
All of it was so beautiful in your eyes.
 
Dad, remember the roads to school
All the melodies out of the room
When you listened to how I sing
With a happy look
And the smile hiding between your lips.
 
Dad, the paths you loved to care for
I tried to win over you
I didn’t always understand how
Things will not always work out
I am different from you, but so much like you.
 
Dad, the old house is no longer there
We have moved, have advanced, have changed
We fill the missing gaps
With more familiar faces
Whatever each one of us thought missing.
 
Dad, the paths you loved to care for
I tried to win over you
I didn’t always understand how
Things will not always work out
I am different from you, but so much like you.
 
Dad, time has passed and we didn’t talk
Dad, forgive me
It took me time to understand – you belong to me
Like I belong to you
Like I love you
Let’s not keep it inside, lets talk.
 
Dad, a friend told me to write a song about you.
https://lyricstranslate.com/en/aba-%D7%90%D7%91%D7%90-dad.html-0",['sharegpt'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
